Journal-name	ISSN	eISSN	category	2021-JIF	JIF-Quartile	2021-JCI
Radovi Zavoda za povijesne znanosti HAZU u Zadru	1330-0474	1330-0474	HISTORY - AHCI	N/A	N/A	0.03
THEOLOGY TODAY	0040-5736	2044-2556	RELIGION - AHCI	N/A	N/A	0.31
Alpha-Revista de Artes Letras y Filosofia	0716-4254	0718-2201	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.17
MINNESOTA REVIEW	0026-5667	2157-4189	LITERARY REVIEWS - AHCI	N/A	N/A	0.44
AMERICAN BOOK REVIEW	0149-9408	2153-4578	LITERATURE - AHCI	N/A	N/A	0.00
Glossa-A Journal of General Linguistics	N/A	2397-1835	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.08
Dix-Neuf	1478-7318	1478-7318	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.51
JOURNAL OF SOCIAL ARCHAEOLOGY	1469-6053	1741-2951	ARCHAEOLOGY - AHCI	N/A	N/A	1.30
Romani Studies	1528-0748	1757-2274	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.87
Sungkyun Journal of East Asian Studies	1598-2661	N/A	ASIAN STUDIES - AHCI	N/A	N/A	0.95
Estonian Journal of Archaeology	1406-2933	1736-7484	ARCHAEOLOGY - AHCI	N/A	N/A	0.51
REVISTA DE OCCIDENTE	0034-8635	0034-8635	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.15
NORTH AMERICAN ARCHAEOLOGIST	0197-6931	1541-3543	ARCHAEOLOGY - AHCI	N/A	N/A	0.24
Anuario de Estudios Medievales	0066-5061	1988-4230	MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	1.05
Classical Receptions Journal	1759-5134	1759-5142	CLASSICS - AHCI$HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	1.09
JOURNAL OF MATERIAL CULTURE	1359-1835	1460-3586	ARCHAEOLOGY - AHCI$CULTURAL STUDIES - AHCI	N/A	N/A	0.79
HISTORICAL REFLECTIONS-REFLEXIONS HISTORIQUES	0315-7997	1939-2419	HISTORY - AHCI	N/A	N/A	0.65
World Englishes	0883-2919	1467-971X	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.13
Rhetoric Society Quarterly	0277-3945	1930-322X	LITERATURE - AHCI$PHILOSOPHY - AHCI	N/A	N/A	2.42
AJS Review-The Journal of the Association for Jewish Studies	0364-0094	1475-4541	HISTORY - AHCI$RELIGION - AHCI	N/A	N/A	0.95
NEW YORK TIMES BOOK REVIEW	0028-7806	0028-7806	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.00
International Journal of the Classical Tradition	1073-0508	1874-6292	CLASSICS - AHCI$HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	1.46
International Journal of Cultural Policy	1028-6632	1477-2833	CULTURAL STUDIES - AHCI	N/A	N/A	1.82
NEOPHILOLOGUS	0028-2677	1572-8668	LANGUAGE & LINGUISTICS - AHCI$LITERATURE - AHCI	N/A	N/A	0.84
EARLY MUSIC	0306-1078	1741-7260	MUSIC - AHCI	N/A	N/A	0.44
International Journal of Corpus Linguistics	1384-6655	1569-9811	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.96
Phonology	0952-6757	1469-8188	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.08
NUOVA RIVISTA STORICA	0029-6236	N/A	HISTORY - AHCI	N/A	N/A	0.37
HARVARD JOURNAL OF ASIATIC STUDIES	0073-0548	1944-6454	ASIAN STUDIES - AHCI$HISTORY - AHCI	N/A	N/A	0.65
British Journal of Canadian Studies	0269-9222	1757-8078	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.40
African Archaeological Review	0263-0338	1572-9842	ARCHAEOLOGY - AHCI	N/A	N/A	0.95
Ergo-An Open Access Journal of Philosophy	2330-4014	2330-4014	PHILOSOPHY - AHCI	N/A	N/A	1.49
JOURNAL OF CANADIAN STUDIES-REVUE D ETUDES CANADIENNES	0021-9495	1911-0251	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.81
WILLIAM AND MARY QUARTERLY	0043-5597	1933-7698	HISTORY - AHCI	N/A	N/A	4.73
Philosophia Africana	1539-8250	1944-7914	PHILOSOPHY - AHCI	N/A	N/A	0.48
Argumentation	0920-427X	1572-8374	LANGUAGE & LINGUISTICS - AHCI$PHILOSOPHY - AHCI	N/A	N/A	1.07
ZEITSCHRIFT FUR SLAWISTIK	0044-3506	N/A	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.11
JOURNAL OF THEOLOGICAL STUDIES	0022-5185	1477-4607	RELIGION - AHCI	N/A	N/A	0.61
INTERNATIONAL HISTORY REVIEW	0707-5332	1949-6540	HISTORY - AHCI	N/A	N/A	1.84
CRITIQUE-STUDIES IN CONTEMPORARY FICTION	0011-1619	1939-9138	LITERATURE - AHCI	N/A	N/A	1.25
AMERICAN HISTORY	1076-8866	N/A	HISTORY - AHCI	N/A	N/A	0.01
Romanticism	1354-991X	1750-0192	LITERATURE - AHCI	N/A	N/A	0.56
Osmanli Arastirmalari-The Journal of Ottoman Studies	0255-0636	0255-0636	ASIAN STUDIES - AHCI$HISTORY - AHCI	N/A	N/A	0.14
SCANDINAVICA	0036-5653	0036-5653	LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI	N/A	N/A	0.38
CHICAGO REVIEW	0009-3696	2327-5804	LITERARY REVIEWS - AHCI	N/A	N/A	0.52
BOUNDARY 2-AN INTERNATIONAL JOURNAL OF LITERATURE AND CULTURE	0190-3659	1527-2141	CULTURAL STUDIES - AHCI$LITERATURE - AHCI	N/A	N/A	1.23
HISTOIRE SOCIALE-SOCIAL HISTORY	0018-2257	0018-2257	HISTORY - AHCI	N/A	N/A	0.39
EXPLICATOR	0014-4940	1939-926X	LITERATURE - AHCI	N/A	N/A	0.32
British Catholic History	2055-7973	2055-7981	HISTORY - AHCI$RELIGION - AHCI	N/A	N/A	0.77
LITERATUR UND KRITIK	0024-466X	N/A	LITERARY REVIEWS - AHCI	N/A	N/A	0.11
FIDDLEHEAD	0015-0630	0015-0630	LITERARY REVIEWS - AHCI	N/A	N/A	0.82
MONIST	0026-9662	2153-3601	PHILOSOPHY - AHCI	N/A	N/A	1.59
RUSSIAN STUDIES IN PHILOSOPHY	1061-1967	1558-0431	PHILOSOPHY - AHCI	N/A	N/A	0.08
THEATER	0161-0775	N/A	THEATER - AHCI	N/A	N/A	0.32
JOURNAL OF WORLD HISTORY	1045-6007	1527-8050	HISTORY - AHCI	N/A	N/A	2.07
GOYA	0017-2715	N/A	ART - AHCI	N/A	N/A	0.04
PHILOSOPHICAL INVESTIGATIONS	0190-0536	1467-9205	PHILOSOPHY - AHCI	N/A	N/A	0.61
Eighteenth-Century Music	1478-5706	1478-5714	MUSIC - AHCI	N/A	N/A	0.41
Language Awareness	0965-8416	1747-7565	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.49
Journal of the British Archaeological Association	0068-1288	1747-6704	ARCHAEOLOGY - AHCI$MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	1.15
Acta Orientalia Academiae Scientiarum Hungaricae	1588-2667	0001-6446	ASIAN STUDIES - AHCI$HISTORY - AHCI	N/A	N/A	0.41
PHRONESIS-A JOURNAL FOR ANCIENT PHILOSOPHY	0031-8868	1568-5284	PHILOSOPHY - AHCI	N/A	N/A	1.06
PROCEEDINGS OF THE ROYAL IRISH ACADEMY SECTION C-ARCHAEOLOGY CELTIC STUDIES HISTORY LINGUISTICS LITERATURE	0035-8991	N/A	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.86
Contemporanea	1127-3070	1127-3070	HISTORY - AHCI	N/A	N/A	0.32
AUSTRALASIAN JOURNAL OF PHILOSOPHY	0004-8402	1471-6828	PHILOSOPHY - AHCI	N/A	N/A	2.20
SEMINAR-A JOURNAL OF GERMANIC STUDIES	0037-1939	1911-026X	LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI	N/A	N/A	1.54
FILOZOFSKI VESTNIK	0353-4510	1581-1239	PHILOSOPHY - AHCI	N/A	N/A	0.12
ENGLISH LITERARY RENAISSANCE	0013-8312	1475-6757	LITERATURE, BRITISH ISLES - AHCI$MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	1.14
WOMANS ART JOURNAL	0270-7993	2158-8457	ART - AHCI	N/A	N/A	0.26
Primerjalna Knjizevnost	0351-1189	0351-1189	LITERATURE, SLAVIC - AHCI	N/A	N/A	0.68
Frontiers of Architectural Research	2095-2635	2095-2643	ARCHITECTURE - AHCI	N/A	N/A	4.77
Sport History Review	1087-1659	1543-2947	HISTORY - AHCI	N/A	N/A	0.77
Asian Ethnology	1882-6865	1882-6865	ASIAN STUDIES - AHCI$FOLKLORE - AHCI	N/A	N/A	0.97
ARCHIVE FOR HISTORY OF EXACT SCIENCES	0003-9519	1432-0657	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.39
Anales del Seminario de Historia de la Filosofia	0211-2337	1988-2564	PHILOSOPHY - AHCI	N/A	N/A	0.22
Journal of Politeness Research-Language Behaviour Culture	1612-5681	1613-4877	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.42
ZEITSCHRIFT FUR KIRCHENGESCHICHTE	0044-2925	N/A	RELIGION - AHCI	N/A	N/A	0.14
STUDIA ROSENTHALIANA	1781-7838	1783-1792	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.00
JOURNAL OF THE SOCIETY OF CHRISTIAN ETHICS	1540-7942	2326-2176	RELIGION - AHCI	N/A	N/A	0.82
WINTERTHUR PORTFOLIO-A JOURNAL OF AMERICAN MATERIAL CULTURE	0084-0416	1545-6927	ART - AHCI	N/A	N/A	0.55
CANADIAN REVIEW OF AMERICAN STUDIES	0007-7720	1710-114X	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.58
CONNAISSANCE DES ARTS	0293-9274	N/A	ART - AHCI	N/A	N/A	0.00
Review of Symbolic Logic	1755-0203	1755-0211	PHILOSOPHY - AHCI	N/A	N/A	1.19
Architect	1935-7001	1935-7001	ARCHITECTURE - AHCI	N/A	N/A	0.01
FORUM MODERNES THEATER	0930-5874	N/A	THEATER - AHCI	N/A	N/A	0.00
HISPAMERICA-REVISTA DE LITERATURA	0363-0471	N/A	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.20
Arte Individuo y Sociedad	1131-5598	1988-2408	ART - AHCI	N/A	N/A	1.23
INFINI	0754-023X	N/A	LITERARY REVIEWS - AHCI	N/A	N/A	0.13
RUSSIAN LITERATURE	0304-3479	1878-3678	LITERATURE, SLAVIC - AHCI	N/A	N/A	1.77
Interventions-International Journal of Postcolonial Studies	1369-801X	1469-929X	CULTURAL STUDIES - AHCI$HISTORY - AHCI	N/A	N/A	1.02
AFRICAN AMERICAN REVIEW	1062-4783	1945-6182	LITERATURE, AMERICAN - AHCI	N/A	N/A	1.08
Dance Research	0264-2875	1750-0095	DANCE - AHCI	N/A	N/A	0.65
JOURNAL OF JEWISH STUDIES	0022-2097	0022-2097	RELIGION - AHCI	N/A	N/A	0.50
CHINESE STUDIES IN HISTORY	0009-4633	1558-0407	ASIAN STUDIES - AHCI$HISTORY - AHCI	N/A	N/A	0.21
URBAN HISTORY REVIEW-REVUE D HISTOIRE URBAINE	0703-0428	1918-5138	HISTORY - AHCI	N/A	N/A	0.23
JOURNAL OF SOUTHERN HISTORY	0022-4642	2325-6893	HISTORY - AHCI	N/A	N/A	1.21
PARAGRAPH	0264-8334	1750-0176	LITERATURE - AHCI	N/A	N/A	0.76
Medical Humanities	1468-215X	1473-4265	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	4.63
International Journal of the History of Sport	0952-3367	1743-9035	HISTORY - AHCI	N/A	N/A	1.00
AEVUM-RASSEGNA DI SCIENZE STORICHE LINGUISTICHE E FILOLOGICHE	0001-9593	1827-787X	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.18
Trends in Classics	1866-7473	1866-7481	CLASSICS - AHCI	N/A	N/A	0.53
Journal of Anglican Studies	1740-3553	1745-5278	RELIGION - AHCI	N/A	N/A	0.41
Journal of the American Philosophical Association	2053-4477	2053-4485	PHILOSOPHY - AHCI	N/A	N/A	1.84
Translation and Literature	0968-1361	1750-0214	LITERATURE - AHCI	N/A	N/A	1.12
Bulletin of Spanish Studies	1475-3820	1478-3428	LITERATURE, ROMANCE - AHCI	N/A	N/A	2.01
Heritage Science	2050-7445	2050-7445	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	2.33
PHILOSOPHY TODAY	0031-8256	2329-8596	PHILOSOPHY - AHCI	N/A	N/A	0.39
Zeitschrift fur Katalanistik	0932-2221	N/A	LANGUAGE & LINGUISTICS - AHCI$LITERATURE, ROMANCE - AHCI	N/A	N/A	1.18
METROPOLITAN MUSEUM OF ART BULLETIN	0026-1521	N/A	ART - AHCI	N/A	N/A	0.53
Journal of Language Literature and Culture	2051-2856	2051-2864	LANGUAGE & LINGUISTICS - AHCI$LITERATURE - AHCI	N/A	N/A	0.33
ENVIRONMENTAL ARCHAEOLOGY	1461-4103	1749-6314	ARCHAEOLOGY - AHCI	N/A	N/A	0.92
Medicine Health Care and Philosophy	1386-7423	1572-8633	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	1.18
Cold War History	1468-2745	1743-7962	HISTORY - AHCI	N/A	N/A	1.95
Pragmatics and Society	1878-9714	1878-9722	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.49
LANGUAGE SCIENCES	0388-0001	1873-5746	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.01
Revista Musical Chilena	0716-2790	0717-6252	MUSIC - AHCI	N/A	N/A	0.13
Journal of African Archaeology	1612-1651	2191-5784	ARCHAEOLOGY - AHCI	N/A	N/A	0.91
JOURNAL OF LINGUISTICS	0022-2267	1469-7742	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.04
CANADIAN JOURNAL OF LINGUISTICS-REVUE CANADIENNE DE LINGUISTIQUE	0008-4131	1710-1115	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.43
Conservation and Management of Archaeological Sites	1350-5033	1753-5522	ARCHAEOLOGY - AHCI	N/A	N/A	0.70
NARRATIVE	1063-3685	1538-974X	LITERATURE - AHCI	N/A	N/A	4.73
Names-A Journal of Onomastics	0027-7738	1756-2279	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.54
Publications of the English Goethe Society	0959-3683	1749-6284	LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI	N/A	N/A	0.66
ARS Orientalis	0571-1371	N/A	ART - AHCI$ASIAN STUDIES - AHCI	N/A	N/A	0.59
JOURNAL OF AMERICAN ETHNIC HISTORY	0278-5927	1936-4695	HISTORY - AHCI	N/A	N/A	0.58
Rivista di Filologia e di Istruzione Classica	0035-6220	0035-6220	CLASSICS - AHCI	N/A	N/A	0.40
Listy Filologicke	0024-4457	2570-9410	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.93
CONTINENTAL PHILOSOPHY REVIEW	1387-2842	1573-1103	PHILOSOPHY - AHCI	N/A	N/A	0.75
Journal of Language Identity and Education	1534-8458	1532-7701	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.29
SPIEGEL DER LETTEREN	0038-7479	N/A	LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI	N/A	N/A	0.48
ETUDES ANGLAISES	0014-195X	0014-195X	LITERATURE - AHCI	N/A	N/A	0.06
RAMUS-CRITICAL STUDIES IN GREEK AND ROMAN LITERATURE	0048-671X	2202-932X	CLASSICS - AHCI	N/A	N/A	1.48
ARETHUSA	0004-0975	1080-6504	CLASSICS - AHCI	N/A	N/A	0.70
MUSIK UND KIRCHE	0027-4771	2568-3128	MUSIC - AHCI	N/A	N/A	0.00
NEW THEATRE QUARTERLY	0266-464X	1474-0613	THEATER - AHCI	N/A	N/A	1.20
PUBLIC UNDERSTANDING OF SCIENCE	0963-6625	1361-6609	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	1.94
HISPANOFILA	0018-2206	2165-6185	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.61
Feminist Theology	0966-7350	1745-5189	RELIGION - AHCI	N/A	N/A	0.31
RUSSIAN REVIEW	0036-0341	1467-9434	HISTORY - AHCI	N/A	N/A	0.64
RILCE-Revista de Filologia Hispanica	0213-2370	2174-0917	LANGUAGE & LINGUISTICS - AHCI$LITERATURE, ROMANCE - AHCI	N/A	N/A	1.21
INTERNATIONALES ARCHIV FUR SOZIALGESCHICHTE DER DEUTSCHEN LITERATUR	0340-4528	1612-0442	LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI	N/A	N/A	1.58
Translation and Interpreting Studies	1932-2798	1876-2700	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.61
STUDIES IN AMERICAN FICTION	0091-8083	2158-415X	LITERATURE, AMERICAN - AHCI	N/A	N/A	0.51
JOURNAL OF ENGLISH LINGUISTICS	0075-4242	1552-5457	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.81
Revista de Hispanismo Filosofico	1136-8071	1136-8071	PHILOSOPHY - AHCI	N/A	N/A	0.11
JOURNAL FOR THE HISTORY OF ASTRONOMY	0021-8286	1753-8556	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.29
Atlantis-Journal of the Spanish Association of Anglo-American Studies	0210-6124	1989-6840	LANGUAGE & LINGUISTICS - AHCI$LITERATURE - AHCI	N/A	N/A	0.78
AUSTRALIAN JOURNAL OF POLITICS AND HISTORY	0004-9522	1467-8497	HISTORY - AHCI	N/A	N/A	0.78
JOURNAL OF SOCIAL HISTORY	0022-4529	1527-1897	HISTORY - AHCI	N/A	N/A	1.95
Partial Answers-Journal of Literature and the History of Ideas	1565-3668	1936-9247	LITERARY THEORY & CRITICISM - AHCI	N/A	N/A	1.65
ECONOMIC HISTORY REVIEW	0013-0117	1468-0289	HISTORY - AHCI	N/A	N/A	3.25
THOMAS WOLFE REVIEW	0276-5683	2169-1452	LITERATURE, AMERICAN - AHCI	N/A	N/A	N/A
JOURNAL OF ASIAN STUDIES	0021-9118	1752-0401	ASIAN STUDIES - AHCI	N/A	N/A	1.94
Fashion Practice-The Journal of Design Creative Process & the Fashion Industry	1756-9370	1756-9389	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	2.01
ZEITSCHRIFT FUR GERMANISTIK	0323-7982	N/A	LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI	N/A	N/A	1.03
LATIN AMERICAN THEATRE REVIEW	0023-8813	2161-0576	THEATER - AHCI	N/A	N/A	0.21
HUSSERL STUDIES	0167-9848	1572-8501	PHILOSOPHY - AHCI	N/A	N/A	1.76
NOTES AND QUERIES	0029-3970	1471-6941	LITERATURE - AHCI	N/A	N/A	0.50
Expressions maghrebines	1540-0085	2475-2401	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.47
AUSTRALIAN LITERARY STUDIES	0004-9697	1837-6479	LITERATURE, AFRICAN, AUSTRALIAN, CANADIAN - AHCI	N/A	N/A	0.95
OREGON HISTORICAL QUARTERLY	0030-4727	N/A	HISTORY - AHCI	N/A	N/A	0.75
JOURNAL OF CHINESE LINGUISTICS	0091-3723	0091-3723	ASIAN STUDIES - AHCI$LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.64
SCRIBLERIAN AND THE KIT-CATS	0036-9640	2165-0624	LITERATURE, BRITISH ISLES - AHCI	N/A	N/A	0.28
RUSSELL-THE JOURNAL OF THE BERTRAND RUSSELL STUDIES	0036-0163	1913-8032	PHILOSOPHY - AHCI	N/A	N/A	0.27
LITTERATURE	0047-4800	1958-5926	LITERATURE - AHCI	N/A	N/A	0.09
JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION	0021-8294	1468-5906	RELIGION - AHCI	N/A	N/A	2.57
Historia Critica	0121-1617	1900-6152	HISTORY - AHCI	N/A	N/A	2.03
BULLETIN OF THE AMERICAN SOCIETY OF PAPYROLOGISTS	0003-1186	1938-6958	ARCHAEOLOGY - AHCI	N/A	N/A	0.10
LIBRARY	0024-2160	1744-8581	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.49
JOURNAL OF MEDITERRANEAN STUDIES	1016-3476	2523-9465	HISTORY - AHCI	N/A	N/A	0.46
SCANDINAVIAN STUDIES	0036-5637	2163-8195	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.79
LEGACY	0748-4321	0748-4321	LITERATURE, AMERICAN - AHCI	N/A	N/A	0.50
INTERNATIONAL REVIEW OF SOCIAL HISTORY	0020-8590	1469-512X	HISTORY - AHCI	N/A	N/A	1.79
History and Anthropology	0275-7206	1477-2612	HISTORY - AHCI	N/A	N/A	1.49
TULSA STUDIES IN WOMENS LITERATURE	0732-7730	N/A	LITERATURE - AHCI	N/A	N/A	0.72
HISTORICAL ARCHAEOLOGY	0440-9213	2328-1103	ARCHAEOLOGY - AHCI	N/A	N/A	0.57
French History	0269-1191	1477-4542	HISTORY - AHCI	N/A	N/A	0.52
INDO-IRANIAN JOURNAL	0019-7246	1572-8536	ASIAN STUDIES - AHCI	N/A	N/A	1.08
ARBOR-CIENCIA PENSAMIENTO Y CULTURA	0210-1963	1988-303X	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.89
ANALES DE LA LITERATURA ESPANOLA CONTEMPORANEA	0272-1635	N/A	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.85
Kunstiteaduslikke Uurimusi	1406-2860	N/A	ART - AHCI	N/A	N/A	0.03
JOURNAL OF MULTILINGUAL AND MULTICULTURAL DEVELOPMENT	0143-4632	1747-7557	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.72
Muzikoloski Zbornik	0580-373X	N/A	MUSIC - AHCI	N/A	N/A	0.32
Imago Mundi-The International Journal for the History of Cartography	0308-5694	1479-7801	HISTORY & PHILOSOPHY OF SCIENCE - AHCI$HISTORY - AHCI	N/A	N/A	0.45
Journal of Korean Religions	2093-7288	2167-2040	ASIAN STUDIES - AHCI$RELIGION - AHCI	N/A	N/A	1.03
DIALOGUE-CANADIAN PHILOSOPHICAL REVIEW	0012-2173	1759-0949	PHILOSOPHY - AHCI	N/A	N/A	0.43
Life Writing	1448-4528	1751-2964	LITERATURE - AHCI	N/A	N/A	1.99
ART BULLETIN	0004-3079	1559-6478	ART - AHCI	N/A	N/A	1.07
Langages	0458-726X	1958-9549	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.03
Marg-A Magazine of the Arts	0972-1444	N/A	ART - AHCI$ASIAN STUDIES - AHCI	N/A	N/A	0.02
JOURNAL OF RELIGIOUS ETHICS	0384-9694	1467-9795	RELIGION - AHCI	N/A	N/A	1.37
PACIFIC HISTORICAL REVIEW	0030-8684	N/A	HISTORY - AHCI	N/A	N/A	1.08
International Journal of Design	1991-3761	1994-036X	ART - AHCI	N/A	N/A	1.78
REVUE D HISTOIRE MODERNE ET CONTEMPORAINE	0048-8003	N/A	HISTORY - AHCI	N/A	N/A	0.46
Canadian Journal of Film Studies-Revue Canadienne d Etudes Cinematographiques	0847-5911	2561-424X	FILM, RADIO, TELEVISION - AHCI	N/A	N/A	0.24
NOUVELLE REVUE FRANCAISE	0029-4802	N/A	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.11
SEMIOTICA	0037-1998	1613-3692	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.71
MELUS	0163-755X	1946-3170	LITERATURE, AMERICAN - AHCI	N/A	N/A	0.94
Inter-Asia Cultural Studies	1464-9373	1469-8447	ASIAN STUDIES - AHCI$CULTURAL STUDIES - AHCI	N/A	N/A	0.54
Interpreting	1384-6647	1569-982X	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.63
Marvels & Tales-Journal of Fairy-Tale Studies	1521-4281	1536-1802	FOLKLORE - AHCI$LITERATURE - AHCI	N/A	N/A	1.14
Anuario de Historia de la Iglesia	1133-0104	2174-0887	HISTORY - AHCI$RELIGION - AHCI	N/A	N/A	0.36
European Journal for Philosophy of Religion	1689-8311	1689-8311	PHILOSOPHY - AHCI$RELIGION - AHCI	N/A	N/A	0.58
JOURNAL OF POPULAR CULTURE	0022-3840	1540-5931	CULTURAL STUDIES - AHCI$HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.58
CRITICA LETTERARIA	0390-0142	2035-2638	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.15
INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION	1476-8062	1476-8070	ART - AHCI	N/A	N/A	1.12
Judaica Bohemiae	0022-5738	0022-5738	RELIGION - AHCI	N/A	N/A	0.44
PHILOSOPHISCHES JAHRBUCH	0031-8183	0031-8183	PHILOSOPHY - AHCI	N/A	N/A	0.26
BULLETIN HISPANIQUE	0007-4640	N/A	LITERATURE, ROMANCE - AHCI	N/A	N/A	1.34
CLASSICAL PHILOLOGY	0009-837X	1546-072X	CLASSICS - AHCI	N/A	N/A	3.21
POPULAR MUSIC AND SOCIETY	0300-7766	1740-1712	MUSIC - AHCI	N/A	N/A	1.02
ARKANSAS HISTORICAL QUARTERLY	0004-1823	2327-1213	HISTORY - AHCI	N/A	N/A	0.15
JOURNAL OF THE AMERICAN MUSICOLOGICAL SOCIETY	0003-0139	1547-3848	MUSIC - AHCI	N/A	N/A	2.50
ZEITSCHRIFT FUR AGYPTISCHE SPRACHE UND ALTERTUMSKUNDE	0044-216X	N/A	ARCHAEOLOGY - AHCI	N/A	N/A	0.05
CESKA LITERATURA	0009-0468	2571-094X	LITERATURE, SLAVIC - AHCI	N/A	N/A	0.78
Studies in Christian Ethics	0953-9468	1745-5235	RELIGION - AHCI	N/A	N/A	0.68
Common Knowledge	0961-754X	1538-4578	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	2.63
HTS Teologiese Studies-Theological Studies	0259-9422	2072-8050	RELIGION - AHCI	N/A	N/A	1.05
Revista de Etnografie si Folclor-Journal of Ethnography and Folklore	0034-8198	0034-8198	FOLKLORE - AHCI	N/A	N/A	0.13
Historisk Tidskrift	0345-469X	N/A	HISTORY - AHCI	N/A	N/A	0.42
REVUE PHILOSOPHIQUE DE LA FRANCE ET DE L ETRANGER	0035-3833	2104-385X	PHILOSOPHY - AHCI	N/A	N/A	0.09
JOURNAL OF GLASS STUDIES	0075-4250	N/A	ART - AHCI	N/A	N/A	1.03
Arqueologia	0327-5159	1853-8126	ARCHAEOLOGY - AHCI	N/A	N/A	0.29
RLA-Revista de Linguistica Teorica y Aplicada	0718-4883	0718-4883	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.12
REVUE DES MUSEES DE FRANCE-REVUE DU LOUVRE	1962-4271	N/A	ART - AHCI	N/A	N/A	0.08
NEOHELICON	0324-4652	1588-2810	LITERATURE - AHCI	N/A	N/A	0.79
Archipel-Etudes interdisciplinaires sur le monde insulindien	0044-8613	2104-3655	ASIAN STUDIES - AHCI	N/A	N/A	0.21
Translator	1355-6509	1757-0409	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.41
PHILOSOPHICAL FORUM	0031-806X	1467-9191	PHILOSOPHY - AHCI	N/A	N/A	0.30
VIAL-Vigo International Journal of Applied Linguistics	1697-0381	N/A	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.91
