Journal-name	ISSN	eISSN	category	2021-JIF	JIF-Quartile	2021-JCI
INFORMATION TECHNOLOGY AND LIBRARIES	0730-9295	2163-5226	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	1.685	Q3	0.32
Informacios Tarsadalom	1587-8694	N/A	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	0.352	Q4	0.08
POLICY AND POLITICS	0305-5736	1470-8442	POLITICAL SCIENCE - SSCI$PUBLIC ADMINISTRATION - SSCI	3.297	Q1	1.75
PUBLIUS-THE JOURNAL OF FEDERALISM	0048-5950	1747-7107	POLITICAL SCIENCE - SSCI	2.074	Q2	1.04
AMERICAN ANTHROPOLOGIST	0002-7294	1548-1433	ANTHROPOLOGY - SSCI	3.139	Q1	1.06
Africa Spectrum	0002-0397	1868-6869	AREA STUDIES - SSCI	1.818	Q1	1.61
British Journal of Learning Disabilities	1354-4187	1468-3156	EDUCATION, SPECIAL - SSCI	1.238	Q4	0.56
Celebrity Studies	1939-2397	1939-2400	CULTURAL STUDIES - SSCI	1.167	Q2	0.73
DEVELOPMENTAL NEUROPSYCHOLOGY	8756-5641	1532-6942	PSYCHOLOGY, DEVELOPMENTAL - SSCI$PSYCHOLOGY, EXPERIMENTAL - SSCI	2.113	Q3	0.58
Continuum-Journal of Media & Cultural Studies	1030-4312	1469-3666	COMMUNICATION - SSCI$CULTURAL STUDIES - SSCI	0.902	Q3	0.92
Babel-Revue Internationale de la Traduction-International Journal of Translation	0521-9744	1569-9668	LINGUISTICS - SSCI	0.207	Q4	0.21
Sociological Methodology	0081-1750	N/A	SOCIOLOGY - SSCI	6.118	Q1	1.42
JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT	0923-4748	1879-1719	BUSINESS - SSCI$MANAGEMENT - SSCI	4.489	Q3	0.99
JOURNAL OF SAFETY RESEARCH	0022-4375	1879-1247	ERGONOMICS - SSCI$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI$SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI$TRANSPORTATION - SSCI	4.264	Q1	1.35
NICOTINE & TOBACCO RESEARCH	1462-2203	1469-994X	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI$SUBSTANCE ABUSE - SSCI	5.825	Q1	1.38
AUSTRALIAN JOURNAL OF SOCIAL ISSUES	0157-6321	1839-4655	SOCIAL ISSUES - SSCI	1.897	Q3	0.67
Polar-Political and Legal Anthropology Review	1081-6976	1555-2934	ANTHROPOLOGY - SSCI	1.286	Q3	0.48
Language Teaching	0261-4448	1475-3049	EDUCATION & EDUCATIONAL RESEARCH - SSCI$LINGUISTICS - SSCI	4.769	Q1	3.37
JOURNAL OF SPORT MANAGEMENT	0888-4773	1543-270X	HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI$MANAGEMENT - SSCI	3.909	Q3	1.08
HABITAT INTERNATIONAL	0197-3975	1873-5428	DEVELOPMENT STUDIES - SSCI$ENVIRONMENTAL STUDIES - SSCI$REGIONAL & URBAN PLANNING - SSCI$URBAN STUDIES - SSCI	5.205	Q1	1.50
GEOGRAPHICAL ANALYSIS	0016-7363	1538-4632	GEOGRAPHY - SSCI	3.566	Q2	1.32
JOURNAL OF SPORT & EXERCISE PSYCHOLOGY	0895-2779	1543-2904	HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI$PSYCHOLOGY, APPLIED - SSCI	2.597	Q3	0.78
One Earth	2590-3330	2590-3322	ENVIRONMENTAL STUDIES - SSCI	14.944	Q1	1.70
Human Resource Management Journal	0954-5395	1748-8583	INDUSTRIAL RELATIONS & LABOR - SSCI$MANAGEMENT - SSCI	5.667	Q1	1.73
EDUCATIONAL LEADERSHIP	0013-1784	1943-5878	EDUCATION & EDUCATIONAL RESEARCH - SSCI	0.451	Q4	0.15
AGGRESSION AND VIOLENT BEHAVIOR	1359-1789	1873-6335	CRIMINOLOGY & PENOLOGY - SSCI$PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	4.874	Q1	1.17
SOCIAL WORK	0037-8046	1545-6846	SOCIAL WORK - SSCI	2.855	Q1	1.13
International Journal of Islamic and Middle Eastern Finance and Management	1753-8394	1753-8408	BUSINESS, FINANCE - SSCI$MANAGEMENT - SSCI	2.853	Q2	0.80
Journal of Psychiatric and Mental Health Nursing	1351-0126	1365-2850	NURSING - SSCI$PSYCHIATRY - SSCI	2.720	Q1	0.80
EUROPEAN JOURNAL OF MIGRATION AND LAW	1388-364X	1571-8166	DEMOGRAPHY - SSCI$LAW - SSCI	0.889	Q3	0.73
WORK-A Journal of Prevention Assessment & Rehabilitation	1051-9815	1875-9270	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	1.803	Q4	0.44
Island Studies Journal	N/A	1715-2593	GEOGRAPHY - SSCI$SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	1.530	Q3	1.15
MOUVEMENT SOCIAL	0027-2671	1961-8646	HISTORY - SSCI	0.255	Q4	0.36
B E Journal of Macroeconomics	2194-6116	1935-1690	ECONOMICS - SSCI	0.233	Q4	0.14
JOURNAL OF ABNORMAL CHILD PSYCHOLOGY	0091-0627	1573-2835	PSYCHOLOGY, CLINICAL - SSCI$PSYCHOLOGY, DEVELOPMENTAL - SSCI	4.096	Q2	1.15
HISTORY OF PSYCHIATRY	0957-154X	1740-2360	HISTORY OF SOCIAL SCIENCES - SSCI$PSYCHIATRY - SSCI	0.579	Q3	0.38
Innovation in Language Learning and Teaching	1750-1229	1750-1237	EDUCATION & EDUCATIONAL RESEARCH - SSCI$LINGUISTICS - SSCI	2.241	Q1	1.36
WORLD ECONOMY	0378-5920	1467-9701	BUSINESS, FINANCE - SSCI$ECONOMICS - SSCI$INTERNATIONAL RELATIONS - SSCI	2.000	Q2	0.67
JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION	0021-8294	1468-5906	SOCIOLOGY - SSCI	1.969	Q3	2.57
Journal of Language and Politics	1569-2159	1569-9862	LINGUISTICS - SSCI	0.700	Q3	0.79
Health Policy and Technology	2211-8837	N/A	HEALTH POLICY & SERVICES - SSCI	5.211	Q1	1.28
LANDSCAPE AND URBAN PLANNING	0169-2046	1872-6062	ENVIRONMENTAL STUDIES - SSCI$GEOGRAPHY - SSCI$REGIONAL & URBAN PLANNING - SSCI$URBAN STUDIES - SSCI	8.119	Q1	2.08
ARCHIVES OF SEXUAL BEHAVIOR	0004-0002	1573-2800	PSYCHOLOGY, CLINICAL - SSCI$SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	4.891	Q1	1.65
ENVIRONMENT AND PLANNING D-SOCIETY & SPACE	0263-7758	1472-3433	ENVIRONMENTAL STUDIES - SSCI$GEOGRAPHY - SSCI	4.594	Q1	1.50
JOURNAL OF LABOR RESEARCH	0195-3613	1936-4768	INDUSTRIAL RELATIONS & LABOR - SSCI	1.026	Q4	0.42
Revista Espanola de Pedagogia	0034-9461	2174-0909	EDUCATION & EDUCATIONAL RESEARCH - SSCI	1.417	Q4	0.89
JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES	1079-5014	1758-5368	GERONTOLOGY - SSCI$PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	4.942	Q1	1.61
Canadian Review of Sociology-Revue Canadienne de Sociologie	1755-6171	1755-618X	SOCIOLOGY - SSCI	2.619	Q2	0.96
HAHR-Hispanic American Historical Review	0018-2168	1527-1900	HISTORY - SSCI	0.677	Q2	2.55
Cultural Diversity & Ethnic Minority Psychology	1099-9809	1939-0106	ETHNIC STUDIES - SSCI$PSYCHOLOGY, SOCIAL - SSCI	4.035	Q1	1.46
Journal of Cold War Studies	1520-3972	1531-3298	HISTORY - SSCI$INTERNATIONAL RELATIONS - SSCI$POLITICAL SCIENCE - SSCI	0.620	Q2	0.74
Journal of Enterprise Information Management	1741-0398	1758-7409	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI$MANAGEMENT - SSCI	5.661	Q1	1.31
MCN-The American Journal of Maternal-Child Nursing	0361-929X	1539-0683	NURSING - SSCI	1.753	Q3	0.73
ENVIRONMENT AND HISTORY	0967-3407	1752-7023	ENVIRONMENTAL STUDIES - SSCI$HISTORY - SSCI	0.925	Q1	1.52
Journal of the Academy of Consultation-Liaison Psychiatry	2667-2960	2667-2960	PSYCHIATRY - SSCI	N/A	N/A	N/A
Clinical Nurse Specialist	0887-6274	1538-9782	NURSING - SSCI	1.143	Q4	0.51
Business and Politics	N/A	1469-3569	INTERNATIONAL RELATIONS - SSCI$POLITICAL SCIENCE - SSCI	2.457	Q2	1.05
Journal of Human Capital	1932-8575	1932-8664	ECONOMICS - SSCI	1.324	Q3	0.43
CHINA JOURNAL	1324-9347	1835-8535	AREA STUDIES - SSCI	3.174	Q1	4.00
JOURNAL OF AIR TRANSPORT MANAGEMENT	0969-6997	1873-2089	TRANSPORTATION - SSCI	5.428	Q2	1.25
Perspectives on Behavior Science	2520-8969	2520-8977	PSYCHOLOGY, CLINICAL - SSCI	3.226	Q3	0.82
Mobilities	1745-0101	1745-011X	GEOGRAPHY - SSCI$TRANSPORTATION - SSCI	2.574	Q2	0.71
SSM-Population Health	2352-8273	2352-8273	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	4.086	Q2	1.10
JOURNAL OF INTERACTIVE MARKETING	1094-9968	1520-6653	BUSINESS - SSCI	11.318	Q1	2.01
Academy of Management Perspectives	1558-9080	N/A	BUSINESS - SSCI$MANAGEMENT - SSCI	8.069	Q1	2.04
Nursing Inquiry	1320-7881	1440-1800	NURSING - SSCI	2.658	Q1	1.17
Middle East Critique	1943-6149	1943-6157	AREA STUDIES - SSCI	1.630	Q2	1.58
CANADIAN JOURNAL OF POLITICAL SCIENCE-REVUE CANADIENNE DE SCIENCE POLITIQUE	0008-4239	1744-9324	POLITICAL SCIENCE - SSCI	4.000	Q1	1.79
POLICING-AN INTERNATIONAL JOURNAL OF POLICE STRATEGIES & MANAGEMENT	1363-951X	1758-695X	CRIMINOLOGY & PENOLOGY - SSCI	1.932	Q3	0.76
ENVIRONMENTAL ETHICS	0163-4275	2153-7895	ENVIRONMENTAL STUDIES - SSCI$ETHICS - SSCI	0.472	Q4	0.08
Asia-Pacific Journal of Accounting & Economics	1608-1625	2164-2257	BUSINESS, FINANCE - SSCI$ECONOMICS - SSCI	1.137	Q4	0.37
International Journal of the History of Sport	0952-3367	1743-9035	HISTORY - SSCI$HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI	0.607	Q2	1.00
International Review of Finance	1369-412X	1468-2443	BUSINESS, FINANCE - SSCI	2.175	Q3	0.72
Journal of Chinese Governance	2381-2346	2381-2354	POLITICAL SCIENCE - SSCI$PUBLIC ADMINISTRATION - SSCI	2.915	Q2	1.31
THEORETICAL MEDICINE AND BIOETHICS	1386-7415	1573-1200	ETHICS - SSCI$SOCIAL ISSUES - SSCI$SOCIAL SCIENCES, BIOMEDICAL - SSCI	2.158	Q2	0.60
ECONOMICA	0013-0427	1468-0335	ECONOMICS - SSCI	1.530	Q3	0.63
JOURNAL OF AMERICAN COLLEGE HEALTH	0744-8481	1940-3208	EDUCATION & EDUCATIONAL RESEARCH - SSCI$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	2.394	Q3	0.96
Transinformacao	0103-3786	N/A	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	0.604	Q4	0.19
Transportmetrica A-Transport Science	2324-9935	2324-9943	TRANSPORTATION - SSCI	3.277	Q3	0.84
Globalizations	1474-7731	1474-774X	INTERNATIONAL RELATIONS - SSCI$SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	2.407	Q2	1.33
Journal of Cultural Economy	1753-0350	1753-0369	CULTURAL STUDIES - SSCI$ECONOMICS - SSCI$SOCIOLOGY - SSCI	6.613	Q1	1.07
JOURNAL OF FINANCE	0022-1082	1540-6261	BUSINESS, FINANCE - SSCI$ECONOMICS - SSCI	7.870	Q1	2.74
JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE	1359-0987	1467-9655	ANTHROPOLOGY - SSCI	1.673	Q2	0.91
Social Semiotics	1035-0330	1470-1219	COMMUNICATION - SSCI$LINGUISTICS - SSCI	1.568	Q2	2.08
University of Pennsylvania Journal of International Law	1938-0283	N/A	LAW - SSCI	0.591	Q4	0.49
Spanish Journal of Finance and Accounting-Revista Espanola de Financiacion y Contabilidad	0210-2412	2332-0753	BUSINESS, FINANCE - SSCI	1.615	Q4	0.51
Journal of Research on Technology in Education	1539-1523	1945-0818	EDUCATION & EDUCATIONAL RESEARCH - SSCI	3.281	Q2	1.43
SOCIAL HISTORY OF MEDICINE	0951-631X	1477-4666	HISTORY & PHILOSOPHY OF SCIENCE - SSCI$HISTORY - SSCI	0.832	Q2	2.10
Amme Idaresi Dergisi	1300-1795	1300-1795	PUBLIC ADMINISTRATION - SSCI	0.047	Q4	0.02
JOURNAL OF CAREER ASSESSMENT	1069-0727	1552-4590	PSYCHOLOGY, APPLIED - SSCI	3.500	Q2	1.02
ADDICTION RESEARCH & THEORY	1606-6359	1476-7392	SOCIAL ISSUES - SSCI$SUBSTANCE ABUSE - SSCI	3.007	Q2	0.91
Health Information and Libraries Journal	1471-1834	1471-1842	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	3.550	Q2	0.78
STUDIES IN EAST EUROPEAN THOUGHT	0925-9392	1573-0948	ETHICS - SSCI	0.250	Q4	0.26
PHILOSOPHY & PUBLIC AFFAIRS	0048-3915	1088-4963	ETHICS - SSCI$POLITICAL SCIENCE - SSCI	2.200	Q2	1.50
PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW	1088-8683	1532-7957	PSYCHOLOGY, SOCIAL - SSCI	16.161	Q1	3.92
Indian Journal of Gender Studies	0971-5215	0973-0672	WOMENS STUDIES - SSCI	0.622	Q4	0.23
Social Science Japan Journal	1369-1465	1468-2680	AREA STUDIES - SSCI$SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	0.478	Q4	0.79
Northwestern Journal of International Law & Business	0196-3228	N/A	LAW - SSCI	0.700	Q4	0.85
Pratiques Psychologiques	1269-1763	N/A	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	0.333	Q4	0.13
HERD-Health Environments Research & Design Journal	1937-5867	2167-5112	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	2.408	Q3	0.55
Journal of Hospice & Palliative Nursing	1522-2179	1539-0705	NURSING - SSCI	2.131	Q2	0.96
International Journal of Conflict and Violence	1864-1385	1864-1385	INTERNATIONAL RELATIONS - SSCI$POLITICAL SCIENCE - SSCI	1.654	Q3	0.72
Social Cognitive and Affective Neuroscience	1749-5016	1749-5024	PSYCHOLOGY, EXPERIMENTAL - SSCI	4.235	Q1	1.04
THEORY INTO PRACTICE	0040-5841	1543-0421	EDUCATION & EDUCATIONAL RESEARCH - SSCI	3.124	Q2	1.26
Mind Culture and Activity	1074-9039	1532-7884	EDUCATION & EDUCATIONAL RESEARCH - SSCI	2.543	Q2	1.03
Collabra-Psychology	2474-7394	2474-7394	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	3.098	Q2	0.93
INTERACTIVE LEARNING ENVIRONMENTS	1049-4820	1744-5191	EDUCATION & EDUCATIONAL RESEARCH - SSCI	4.965	Q1	1.93
Infants & Young Children	0896-3746	1550-5081	EDUCATION, SPECIAL - SSCI$PSYCHOLOGY, DEVELOPMENTAL - SSCI$REHABILITATION - SSCI	1.125	Q4	0.57
ANTHROPOLOGISCHER ANZEIGER	0003-5548	0003-5548	ANTHROPOLOGY - SSCI	0.667	Q4	0.52
SEMIOTICA	0037-1998	1613-3692	SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	0.480	Q4	0.71
CANADIAN JOURNAL OF CRIMINOLOGY AND CRIMINAL JUSTICE	1707-7753	1911-0219	CRIMINOLOGY & PENOLOGY - SSCI	1.657	Q3	0.67
European Journal of International Law	0938-5428	1464-3596	INTERNATIONAL RELATIONS - SSCI$LAW - SSCI	1.734	Q2	1.35
Issues in Mental Health Nursing	0161-2840	1096-4673	NURSING - SSCI$PSYCHIATRY - SSCI	1.790	Q3	0.61
Computer Assisted Language Learning	0958-8221	1744-3210	EDUCATION & EDUCATIONAL RESEARCH - SSCI$LINGUISTICS - SSCI	5.964	Q1	3.57
BETRIEBSWIRTSCHAFTLICHE FORSCHUNG UND PRAXIS	0340-5370	0340-5370	BUSINESS - SSCI$MANAGEMENT - SSCI	0.236	Q4	0.02
JOURNAL OF POLITICAL PHILOSOPHY	0963-8016	1467-9760	ETHICS - SSCI$POLITICAL SCIENCE - SSCI	1.881	Q2	0.86
MIS Quarterly Executive	1540-1960	1540-1979	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI$MANAGEMENT - SSCI	6.353	Q1	1.33
BRITISH JOURNAL OF SOCIOLOGY	0007-1315	1468-4446	SOCIOLOGY - SSCI	3.277	Q1	1.30
SOCIAL SCIENCE RESEARCH	0049-089X	1096-0317	SOCIOLOGY - SSCI	2.617	Q2	1.19
JOURNAL OF ASIAN AND AFRICAN STUDIES	0021-9096	1745-2538	AREA STUDIES - SSCI	0.882	Q3	0.97
JOURNAL OF ANXIETY DISORDERS	0887-6185	1873-7897	PSYCHIATRY - SSCI$PSYCHOLOGY, CLINICAL - SSCI	13.711	Q1	2.18
LEARNING AND MOTIVATION	0023-9690	1095-9122	PSYCHOLOGY, BIOLOGICAL - SSCI$PSYCHOLOGY, EXPERIMENTAL - SSCI	1.488	Q4	0.42
POLITICAL QUARTERLY	0032-3179	1467-923X	POLITICAL SCIENCE - SSCI	2.021	Q2	0.77
Journal of International Management	1075-4253	1873-0620	MANAGEMENT - SSCI	5.526	Q2	1.32
Review of Central and East European Law	0925-9880	N/A	LAW - SSCI	0.103	Q4	0.45
Irish Educational Studies	0332-3315	1747-4965	EDUCATION & EDUCATIONAL RESEARCH - SSCI	1.576	Q4	0.70
MERRILL-PALMER QUARTERLY-JOURNAL OF DEVELOPMENTAL PSYCHOLOGY	0272-930X	1535-0266	PSYCHOLOGY, DEVELOPMENTAL - SSCI	1.000	Q4	0.27
Information Technology for Development	0268-1102	1554-0170	DEVELOPMENT STUDIES - SSCI$INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	4.261	Q1	1.24
Research in Transportation Economics	0739-8859	1875-7979	ECONOMICS - SSCI$TRANSPORTATION - SSCI	2.904	Q2	0.70
JOURNAL OF ADDICTIVE DISEASES	1055-0887	1545-0848	SUBSTANCE ABUSE - SSCI	2.065	Q4	0.46
MIDDLE EAST JOURNAL	0026-3141	1940-3461	AREA STUDIES - SSCI	1.132	Q2	0.93
Journal of Service Theory and Practice	2055-6225	2055-6225	BUSINESS - SSCI$MANAGEMENT - SSCI	4.545	Q3	0.93
JOURNAL OF YOUTH AND ADOLESCENCE	0047-2891	1573-6601	PSYCHOLOGY, DEVELOPMENTAL - SSCI	5.625	Q1	1.38
International Journal of Mobile Communications	1470-949X	1741-5217	COMMUNICATION - SSCI	1.522	Q4	0.63
FOREIGN LANGUAGE ANNALS	0015-718X	1944-9720	EDUCATION & EDUCATIONAL RESEARCH - SSCI$LINGUISTICS - SSCI	2.976	Q1	1.79
REVIEW OF GENERAL PSYCHOLOGY	1089-2680	1939-1552	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	4.615	Q1	1.19
Environmental Education Research	1350-4622	1469-5871	EDUCATION & EDUCATIONAL RESEARCH - SSCI$ENVIRONMENTAL STUDIES - SSCI	3.725	Q1	1.36
Music Education Research	1461-3808	1469-9893	EDUCATION & EDUCATIONAL RESEARCH - SSCI	1.437	Q4	1.57
AMERICAN INDIAN AND ALASKA NATIVE MENTAL HEALTH RESEARCH	1533-7731	1533-7731	PSYCHOLOGY, CLINICAL - SSCI	1.643	Q4	0.39
MARKETING SCIENCE	0732-2399	1526-548X	BUSINESS - SSCI	5.411	Q2	1.02
Custos e Agronegocio On Line	1808-2882	1808-2882	BUSINESS - SSCI$ECONOMICS - SSCI	0.799	Q4	0.18
Marketing Theory	1470-5931	1741-301X	BUSINESS - SSCI	3.476	Q3	0.70
JOURNAL OF NEUROSCIENCE NURSING	0888-0395	1945-2810	NURSING - SSCI	1.627	Q3	0.58
Advances in Strategic Management-A Research Annual	0742-3322	N/A	MANAGEMENT - SSCI	0.275	Q4	0.14
AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY	0091-0562	1573-2770	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI$SOCIAL WORK - SSCI	4.019	Q1	1.20
Universitas Psychologica	1657-9267	N/A	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	0.581	Q4	0.12
ZEITGESCHICHTE	0256-5250	N/A	HISTORY - SSCI	0.359	Q4	0.54
Nordic Journal of Music Therapy	0809-8131	1944-8260	REHABILITATION - SSCI	1.800	Q3	0.67
American Economic Journal-Applied Economics	1945-7782	1945-7790	ECONOMICS - SSCI	7.966	Q1	2.78
EDUCATIONAL REVIEW	0013-1911	1465-3397	EDUCATION & EDUCATIONAL RESEARCH - SSCI	3.829	Q1	1.52
Clinical Psychologist	1328-4207	1742-9552	PSYCHOLOGY, CLINICAL - SSCI	2.133	Q3	0.50
TIME & SOCIETY	0961-463X	1461-7463	SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	1.891	Q3	1.12
JOURNAL OF SOCIAL WORK EDUCATION	1043-7797	2163-5811	EDUCATION & EDUCATIONAL RESEARCH - SSCI$SOCIAL WORK - SSCI	1.784	Q3	0.66
NEUROREHABILITATION	1053-8135	1878-6448	REHABILITATION - SSCI	1.986	Q3	0.64
TELEMATICS AND INFORMATICS	0736-5853	N/A	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	9.140	Q1	2.36
Asia & the Pacific Policy Studies	2050-2680	2050-2680	AREA STUDIES - SSCI	2.381	Q1	2.18
Evaluation	1356-3890	1461-7153	SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	2.763	Q2	1.27
LOCAL GOVERNMENT STUDIES	0300-3930	1743-9388	POLITICAL SCIENCE - SSCI$PUBLIC ADMINISTRATION - SSCI$REGIONAL & URBAN PLANNING - SSCI	2.059	Q2	0.82
AUSTRALIAN JOURNAL OF INTERNATIONAL AFFAIRS	1035-7718	1465-332X	INTERNATIONAL RELATIONS - SSCI	1.656	Q3	0.69
World Trade Review	1474-7456	1475-3138	ECONOMICS - SSCI$INTERNATIONAL RELATIONS - SSCI$LAW - SSCI	1.708	Q2	1.10
BOSTON UNIVERSITY LAW REVIEW	0006-8047	0006-8047	LAW - SSCI	1.780	Q2	1.65
RESEARCH AND PRACTICE FOR PERSONS WITH SEVERE DISABILITIES	1540-7969	2169-2408	EDUCATION, SPECIAL - SSCI$REHABILITATION - SSCI	1.628	Q3	0.90
INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY	0047-0767	N/A	HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI$PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	0.594	Q4	0.20
China Perspectives	2070-3449	1996-4617	AREA STUDIES - SSCI	1.204	Q2	1.28
Asia-Pacific Journal of Public Health	1010-5395	1941-2479	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	2.270	Q3	0.45
Competition & Change	1024-5294	1477-2221	BUSINESS - SSCI$ECONOMICS - SSCI$GEOGRAPHY - SSCI	3.062	Q2	0.85
Science & Education	0926-7220	1573-1901	EDUCATION & EDUCATIONAL RESEARCH - SSCI	2.921	Q2	1.77
BIOETHICS	0269-9702	1467-8519	ETHICS - SSCI$SOCIAL ISSUES - SSCI$SOCIAL SCIENCES, BIOMEDICAL - SSCI	2.512	Q2	0.87
HISTORY OF POLITICAL ECONOMY	0018-2702	1527-1919	ECONOMICS - SSCI$HISTORY OF SOCIAL SCIENCES - SSCI	0.511	Q4	0.53
Biosemiotics	1875-1342	1875-1350	HISTORY & PHILOSOPHY OF SCIENCE - SSCI	1.735	Q2	2.33
Journal of Psychology in Africa	1433-0237	1815-5626	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	0.917	Q4	0.30
INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT	0144-3577	1758-6593	MANAGEMENT - SSCI	9.360	Q1	1.72
PERSPECTIVES IN PSYCHIATRIC CARE	0031-5990	1744-6163	NURSING - SSCI$PSYCHIATRY - SSCI	2.223	Q2	0.83
Journal for Healthcare Quality	1062-2551	1945-1474	HEALTH POLICY & SERVICES - SSCI	1.028	Q4	0.38
Public Management Review	1471-9037	1471-9045	MANAGEMENT - SSCI$PUBLIC ADMINISTRATION - SSCI	6.004	Q1	1.55
FOREIGN AFFAIRS	0015-7120	N/A	INTERNATIONAL RELATIONS - SSCI	5.486	Q1	1.38
BMC Palliative Care	1472-684X	1472-684X	HEALTH POLICY & SERVICES - SSCI	3.113	Q2	1.01
BMJ Sexual & Reproductive Health	2515-1991	2515-2009	FAMILY STUDIES - SSCI$SOCIAL SCIENCES, BIOMEDICAL - SSCI	3.219	Q1	0.75
AMERICAN JOURNAL OF PUBLIC HEALTH	0090-0036	1541-0048	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	11.576	Q1	1.95
Implementation Science	1748-5908	1748-5908	HEALTH POLICY & SERVICES - SSCI	8.000	Q1	2.03
EUROPEAN JOURNAL OF PSYCHOLOGY OF EDUCATION	0256-2928	1878-5174	PSYCHOLOGY, EDUCATIONAL - SSCI	2.821	Q2	0.95
Information Communication & Society	1369-118X	1468-4462	COMMUNICATION - SSCI$SOCIOLOGY - SSCI	5.054	Q1	2.37
Journal of Behavioral Addictions	2062-5871	2063-5303	PSYCHIATRY - SSCI	7.772	Q1	1.39
FEMINIST REVIEW	0141-7789	1466-4380	WOMENS STUDIES - SSCI	2.816	Q1	1.03
Childrens Geographies	1473-3285	1473-3277	GEOGRAPHY - SSCI	2.307	Q3	0.73
JOURNAL OF PRAGMATICS	0378-2166	1879-1387	LINGUISTICS - SSCI	1.860	Q2	1.76
JOURNAL OF MIDWIFERY & WOMENS HEALTH	1526-9523	1542-2011	NURSING - SSCI	2.891	Q1	1.02
BioPsychoSocial Medicine	1751-0759	1751-0759	PSYCHIATRY - SSCI$PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	2.754	Q2	0.57
Critical Studies in Education	1750-8487	1750-8495	EDUCATION & EDUCATIONAL RESEARCH - SSCI	3.626	Q1	2.53
JOURNAL OF EDUCATIONAL MEASUREMENT	0022-0655	1745-3984	PSYCHOLOGY, APPLIED - SSCI$PSYCHOLOGY, EDUCATIONAL - SSCI$PSYCHOLOGY, MATHEMATICAL - SSCI	1.188	Q4	0.36
WORLD DEVELOPMENT	0305-750X	1873-5991	DEVELOPMENT STUDIES - SSCI$ECONOMICS - SSCI	6.678	Q1	2.11
European Transport Research Review	1867-0717	1866-8887	TRANSPORTATION - SSCI	3.817	Q3	0.77
BEHAVIOUR & INFORMATION TECHNOLOGY	0144-929X	1362-3001	ERGONOMICS - SSCI	3.320	Q2	0.60
European Review of Social Psychology	1046-3283	1479-277X	PSYCHOLOGY, SOCIAL - SSCI	5.652	Q1	1.75
Eating Disorders	1064-0266	1532-530X	PSYCHIATRY - SSCI$PSYCHOLOGY, CLINICAL - SSCI	3.663	Q2	0.92
JOURNAL OF RESEARCH IN MUSIC EDUCATION	0022-4294	1945-0095	EDUCATION & EDUCATIONAL RESEARCH - SSCI	1.985	Q3	2.17
